year;month;day;plot;subplot;species;individuals
2017;5;9;5;D3;MEEL;0
2018;6;14;5;D3;MEEL;0
2019;5;1;5;D3;MEEL;0
2015;3;25;6;D3;MEEL;0
2016;4;2;6;D3;MEEL;0
2017;5;9;6;D3;MEEL;0
2018;6;14;6;D3;MEEL;0
2019;5;1;6;D3;MEEL;0
2015;3;25;7;D3;MEEL;0
2016;4;2;7;D3;MEEL;0
2017;5;9;7;D3;MEEL;0
2018;6;14;7;D3;MEEL;0
2019;5;1;7;D3;MEEL;0
2015;3;25;8;D3;MEEL;0
2016;4;2;8;D3;MEEL;0
2017;5;9;8;D3;MEEL;0
2018;6;14;8;D3;MEEL;0
2019;5;1;8;D3;MEEL;0
2015;3;25;9;D3;MEEL;0
2016;4;2;9;D3;MEEL;0
2017;5;9;9;D3;MEEL;0
2018;6;14;9;D3;MEEL;0
2019;5;1;9;D3;MEEL;0
2015;3;25;1;D4;MEEL;0
2016;4;2;1;D4;MEEL;0
2017;5;9;1;D4;MEEL;0
2018;6;14;1;D4;MEEL;0
2019;5;1;1;D4;MEEL;0
2015;3;25;2;D4;MEEL;0
2016;4;2;2;D4;MEEL;0
2017;5;9;2;D4;MEEL;0
2018;6;14;2;D4;MEEL;0
2019;5;1;2;D4;MEEL;0
2015;3;25;3;D4;MEEL;0
2016;4;2;3;D4;MEEL;0
2017;5;9;3;D4;MEEL;0
2018;6;14;3;D4;MEEL;0
2019;5;1;3;D4;MEEL;0
2015;3;25;4;D4;MEEL;8
2016;4;2;4;D4;MEEL;1
2017;5;9;4;D4;MEEL;0
2018;6;14;4;D4;MEEL;0
2019;5;1;4;D4;MEEL;0
2015;3;25;5;D4;MEEL;1
2016;4;2;5;D4;MEEL;0
2017;5;9;5;D4;MEEL;0
2018;6;14;5;D4;MEEL;0
2019;5;1;5;D4;MEEL;0
2015;3;25;6;D4;MEEL;0
2016;4;2;6;D4;MEEL;0
2017;5;9;6;D4;MEEL;0
2018;6;14;6;D4;MEEL;0
2019;5;1;6;D4;MEEL;0
2015;3;25;7;D4;MEEL;0
2016;4;2;7;D4;MEEL;0
2017;5;9;7;D4;MEEL;0
2018;6;14;7;D4;MEEL;0
2019;5;1;7;D4;MEEL;0
2015;3;25;8;D4;MEEL;0
2016;4;2;8;D4;MEEL;0
2017;5;9;8;D4;MEEL;0
2018;6;14;8;D4;MEEL;0
2019;5;1;8;D4;MEEL;0
2015;3;25;9;D4;MEEL;0
2016;4;2;9;D4;MEEL;0
2017;5;9;9;D4;MEEL;0
2018;6;14;9;D4;MEEL;0
2019;5;1;9;D4;MEEL;0
2015;3;25;1;D5;MEEL;0
2016;4;2;1;D5;MEEL;0
2017;5;9;1;D5;MEEL;0
2018;6;14;1;D5;MEEL;0
2019;5;1;1;D5;MEEL;2
2015;3;25;2;D5;MEEL;0
2016;4;2;2;D5;MEEL;0
2017;5;9;2;D5;MEEL;0
2018;6;14;2;D5;MEEL;0
2019;5;1;2;D5;MEEL;0
2015;3;25;3;D5;MEEL;0
2016;4;2;3;D5;MEEL;0
2017;5;9;3;D5;MEEL;0
2018;6;14;3;D5;MEEL;0
2019;5;1;3;D5;MEEL;0
2015;3;25;4;D5;MEEL;2
2016;4;2;4;D5;MEEL;0
2017;5;9;4;D5;MEEL;0
2018;6;14;4;D5;MEEL;0
2019;5;1;4;D5;MEEL;0
2015;3;25;5;D5;MEEL;3
2016;4;2;5;D5;MEEL;0
2017;5;9;5;D5;MEEL;0
2018;6;14;5;D5;MEEL;0
2019;5;1;5;D5;MEEL;0
2015;3;25;6;D5;MEEL;0
2016;4;2;6;D5;MEEL;0
2017;5;9;6;D5;MEEL;0
2018;6;14;6;D5;MEEL;0
2019;5;1;6;D5;MEEL;0
2015;3;25;7;D5;MEEL;0
2016;4;2;7;D5;MEEL;0
2017;5;9;7;D5;MEEL;0
2018;6;14;7;D5;MEEL;0
2019;5;1;7;D5;MEEL;0
2015;3;25;8;D5;MEEL;0
2016;4;2;8;D5;MEEL;0
2017;5;9;8;D5;MEEL;0
2018;6;14;8;D5;MEEL;0
2019;5;1;8;D5;MEEL;0
2015;3;25;9;D5;MEEL;0
2016;4;2;9;D5;MEEL;0
2017;5;9;9;D5;MEEL;0
2018;6;14;9;D5;MEEL;0
2019;5;1;9;D5;MEEL;0
2015;3;25;1;D6;MEEL;0
2016;4;2;1;D6;MEEL;0
2017;5;9;1;D6;MEEL;0
2018;6;14;1;D6;MEEL;0
2019;5;1;1;D6;MEEL;0
2015;3;25;2;D6;MEEL;0
2016;4;2;2;D6;MEEL;0
2017;5;9;2;D6;MEEL;0
2018;6;14;2;D6;MEEL;0
2019;5;1;2;D6;MEEL;0
2015;3;25;3;D6;MEEL;0
2016;4;2;3;D6;MEEL;0
2017;5;9;3;D6;MEEL;0
2018;6;14;3;D6;MEEL;0
2019;5;1;3;D6;MEEL;0
2015;3;25;4;D6;MEEL;1
2016;4;2;4;D6;MEEL;0
2017;5;9;4;D6;MEEL;0
2018;6;14;4;D6;MEEL;0
2019;5;1;4;D6;MEEL;0
2015;3;25;5;D6;MEEL;2
2016;4;2;5;D6;MEEL;0
2017;5;9;5;D6;MEEL;0
2018;6;14;5;D6;MEEL;0
2019;5;1;5;D6;MEEL;0
2015;3;25;6;D6;MEEL;2
2016;4;2;6;D6;MEEL;0
2017;5;9;6;D6;MEEL;0
2018;6;14;6;D6;MEEL;0
2019;5;1;6;D6;MEEL;0
2015;3;25;7;D6;MEEL;0
2016;4;2;7;D6;MEEL;0
2017;5;9;7;D6;MEEL;0
2018;6;14;7;D6;MEEL;0
2019;5;1;7;D6;MEEL;0
2015;3;25;8;D6;MEEL;0
2016;4;2;8;D6;MEEL;0
2017;5;9;8;D6;MEEL;0
2018;6;14;8;D6;MEEL;0
2019;5;1;8;D6;MEEL;0
2015;3;25;9;D6;MEEL;0
2016;4;2;9;D6;MEEL;0
2017;5;9;9;D6;MEEL;0
2018;6;14;9;D6;MEEL;0
2019;5;1;9;D6;MEEL;0
2015;3;25;1;E1;MEEL;4
2016;4;2;1;E1;MEEL;0
2017;5;9;1;E1;MEEL;0
2018;6;14;1;E1;MEEL;0
2019;5;1;1;E1;MEEL;0
2015;3;25;2;E1;MEEL;0
2016;4;2;2;E1;MEEL;0
2017;5;9;2;E1;MEEL;0
2018;6;14;2;E1;MEEL;0
2019;5;1;2;E1;MEEL;0
2015;3;25;3;E1;MEEL;0
2016;4;2;3;E1;MEEL;0
2017;5;9;3;E1;MEEL;0
2018;6;14;3;E1;MEEL;0
2019;5;1;3;E1;MEEL;0
2015;3;25;4;E1;MEEL;1
2016;4;2;4;E1;MEEL;1
2017;5;9;4;E1;MEEL;0
2018;6;14;4;E1;MEEL;0
2019;5;1;4;E1;MEEL;0
2015;3;25;5;E1;MEEL;7
2016;4;2;5;E1;MEEL;1
2017;5;9;5;E1;MEEL;0
2018;6;14;5;E1;MEEL;0
2019;5;1;5;E1;MEEL;0
2015;3;25;6;E1;MEEL;0
2016;4;2;6;E1;MEEL;0
2017;5;9;6;E1;MEEL;0
2018;6;14;6;E1;MEEL;0
2019;5;1;6;E1;MEEL;0
2015;3;25;7;E1;MEEL;0
2016;4;2;7;E1;MEEL;0
2017;5;9;7;E1;MEEL;0
2018;6;14;7;E1;MEEL;0
2019;5;1;7;E1;MEEL;0
2015;3;25;8;E1;MEEL;0
2016;4;2;8;E1;MEEL;0
2017;5;9;8;E1;MEEL;0
2018;6;14;8;E1;MEEL;0
2019;5;1;8;E1;MEEL;0
2015;3;25;9;E1;MEEL;0
2016;4;2;9;E1;MEEL;0
2017;5;9;9;E1;MEEL;0
2018;6;14;9;E1;MEEL;0
2019;5;1;9;E1;MEEL;0
2015;3;25;1;E2;MEEL;0
2016;4;2;1;E2;MEEL;0
2017;5;9;1;E2;MEEL;0
2018;6;14;1;E2;MEEL;0
2019;5;1;1;E2;MEEL;0
2015;3;25;2;E2;MEEL;3
2016;4;2;2;E2;MEEL;0
2017;5;9;2;E2;MEEL;2
2018;6;14;2;E2;MEEL;0
2019;5;1;2;E2;MEEL;0
2015;3;25;3;E2;MEEL;0
2016;4;2;3;E2;MEEL;0
2017;5;9;3;E2;MEEL;0
2018;6;14;3;E2;MEEL;0
2019;5;1;3;E2;MEEL;0
2015;3;25;4;E2;MEEL;6
2016;4;2;4;E2;MEEL;4
2017;5;9;4;E2;MEEL;0
2018;6;14;4;E2;MEEL;0
2019;5;1;4;E2;MEEL;0
2015;3;25;5;E2;MEEL;0
2016;4;2;5;E2;MEEL;0
2017;5;9;5;E2;MEEL;0
2018;6;14;5;E2;MEEL;0
2019;5;1;5;E2;MEEL;0
2015;3;25;6;E2;MEEL;2
2016;4;2;6;E2;MEEL;0
2017;5;9;6;E2;MEEL;0
2018;6;14;6;E2;MEEL;0
2019;5;1;6;E2;MEEL;0
2015;3;25;7;E2;MEEL;0
2016;4;2;7;E2;MEEL;0
2017;5;9;7;E2;MEEL;0
2018;6;14;7;E2;MEEL;0
2019;5;1;7;E2;MEEL;0
2015;3;25;8;E2;MEEL;0
2016;4;2;8;E2;MEEL;0
2017;5;9;8;E2;MEEL;0
2018;6;14;8;E2;MEEL;0
2019;5;1;8;E2;MEEL;0
2015;3;25;9;E2;MEEL;0
2016;4;2;9;E2;MEEL;0
2017;5;9;9;E2;MEEL;0
2018;6;14;9;E2;MEEL;0
2019;5;1;9;E2;MEEL;0
2015;3;25;1;E3;MEEL;0
2016;4;2;1;E3;MEEL;0
2017;5;9;1;E3;MEEL;0
2018;6;14;1;E3;MEEL;0
2019;5;1;1;E3;MEEL;0
2015;3;25;2;E3;MEEL;0
2016;4;2;2;E3;MEEL;0
2017;5;9;2;E3;MEEL;0
2018;6;14;2;E3;MEEL;0
2019;5;1;2;E3;MEEL;0
2015;3;25;3;E3;MEEL;0
2016;4;2;3;E3;MEEL;0
2017;5;9;3;E3;MEEL;0
2018;6;14;3;E3;MEEL;0
2019;5;1;3;E3;MEEL;0
2015;3;25;4;E3;MEEL;5
2016;4;2;4;E3;MEEL;4
2017;5;9;4;E3;MEEL;0
2018;6;14;4;E3;MEEL;0
2019;5;1;4;E3;MEEL;0
2015;3;25;5;E3;MEEL;0
2016;4;2;5;E3;MEEL;0
2017;5;9;5;E3;MEEL;0
2018;6;14;5;E3;MEEL;0
2019;5;1;5;E3;MEEL;0
2015;3;25;6;E3;MEEL;0
2016;4;2;6;E3;MEEL;1
2017;5;9;6;E3;MEEL;0
2018;6;14;6;E3;MEEL;0
2019;5;1;6;E3;MEEL;0
2015;3;25;7;E3;MEEL;0
2016;4;2;7;E3;MEEL;0
2017;5;9;7;E3;MEEL;0
2018;6;14;7;E3;MEEL;0
2019;5;1;7;E3;MEEL;0
2015;3;25;8;E3;MEEL;0
2016;4;2;8;E3;MEEL;0
2017;5;9;8;E3;MEEL;0
2018;6;14;8;E3;MEEL;0
2019;5;1;8;E3;MEEL;0
2015;3;25;9;E3;MEEL;0
2016;4;2;9;E3;MEEL;0
2017;5;9;9;E3;MEEL;0
2018;6;14;9;E3;MEEL;0
2019;5;1;9;E3;MEEL;0
2015;3;25;1;E4;MEEL;0
2016;4;2;1;E4;MEEL;0
2017;5;9;1;E4;MEEL;0
2018;6;14;1;E4;MEEL;0
2019;5;1;1;E4;MEEL;0
2015;3;25;2;E4;MEEL;0
2016;4;2;2;E4;MEEL;0
2017;5;9;2;E4;MEEL;0
2018;6;14;2;E4;MEEL;0
2019;5;1;2;E4;MEEL;0
2015;3;25;3;E4;MEEL;0
2016;4;2;3;E4;MEEL;0
2017;5;9;3;E4;MEEL;0
2018;6;14;3;E4;MEEL;0
2019;5;1;3;E4;MEEL;0
2015;3;25;4;E4;MEEL;3
2016;4;2;4;E4;MEEL;0
2017;5;9;4;E4;MEEL;0
2018;6;14;4;E4;MEEL;0
2019;5;1;4;E4;MEEL;0
2015;3;25;5;E4;MEEL;0
2016;4;2;5;E4;MEEL;0
2017;5;9;5;E4;MEEL;0
2018;6;14;5;E4;MEEL;0
2019;5;1;5;E4;MEEL;0
2015;3;25;6;E4;MEEL;0
2016;4;2;6;E4;MEEL;0
2017;5;9;6;E4;MEEL;0
2018;6;14;6;E4;MEEL;0
2019;5;1;6;E4;MEEL;0
2015;3;25;7;E4;MEEL;0
2016;4;2;7;E4;MEEL;0
2017;5;9;7;E4;MEEL;0
2018;6;14;7;E4;MEEL;0
2019;5;1;7;E4;MEEL;0
2015;3;25;8;E4;MEEL;0
2016;4;2;8;E4;MEEL;0
2017;5;9;8;E4;MEEL;0
2018;6;14;8;E4;MEEL;0
2019;5;1;8;E4;MEEL;0
2015;3;25;9;E4;MEEL;0
2016;4;2;9;E4;MEEL;0
2017;5;9;9;E4;MEEL;0
2018;6;14;9;E4;MEEL;0
2019;5;1;9;E4;MEEL;0
2015;3;25;1;E5;MEEL;0
2016;4;2;1;E5;MEEL;0
2017;5;9;1;E5;MEEL;0
2018;6;14;1;E5;MEEL;0
2019;5;1;1;E5;MEEL;0
2015;3;25;2;E5;MEEL;0
2016;4;2;2;E5;MEEL;0
2017;5;9;2;E5;MEEL;0
2018;6;14;2;E5;MEEL;0
2019;5;1;2;E5;MEEL;0
2015;3;25;3;E5;MEEL;0
2016;4;2;3;E5;MEEL;0
2017;5;9;3;E5;MEEL;0
2018;6;14;3;E5;MEEL;0
2019;5;1;3;E5;MEEL;0
2015;3;25;4;E5;MEEL;3
2016;4;2;4;E5;MEEL;0
2017;5;9;4;E5;MEEL;0
2018;6;14;4;E5;MEEL;0
2019;5;1;4;E5;MEEL;0
2015;3;25;5;E5;MEEL;4
2016;4;2;5;E5;MEEL;1
2017;5;9;5;E5;MEEL;0
2018;6;14;5;E5;MEEL;0
2019;5;1;5;E5;MEEL;0
2015;3;25;6;E5;MEEL;0
2016;4;2;6;E5;MEEL;0
2017;5;9;6;E5;MEEL;0
2018;6;14;6;E5;MEEL;0
2019;5;1;6;E5;MEEL;0
2015;3;25;7;E5;MEEL;0
2016;4;2;7;E5;MEEL;0
2017;5;9;7;E5;MEEL;0
2018;6;14;7;E5;MEEL;0
2019;5;1;7;E5;MEEL;0
2015;3;25;8;E5;MEEL;0
2016;4;2;8;E5;MEEL;0
2017;5;9;8;E5;MEEL;0
2018;6;14;8;E5;MEEL;0
2019;5;1;8;E5;MEEL;0
2015;3;25;9;E5;MEEL;0
2016;4;2;9;E5;MEEL;0
2017;5;9;9;E5;MEEL;0
2018;6;14;9;E5;MEEL;0
2019;5;1;9;E5;MEEL;0
2015;3;25;1;E6;MEEL;0
2016;4;2;1;E6;MEEL;0
2017;5;9;1;E6;MEEL;0
2018;6;14;1;E6;MEEL;0
2019;5;1;1;E6;MEEL;0
2015;3;25;2;E6;MEEL;5
2016;4;2;2;E6;MEEL;0
2017;5;9;2;E6;MEEL;0
2018;6;14;2;E6;MEEL;0
2019;5;1;2;E6;MEEL;2
2015;3;25;3;E6;MEEL;0
2016;4;2;3;E6;MEEL;0
2017;5;9;3;E6;MEEL;0
2018;6;14;3;E6;MEEL;0
2019;5;1;3;E6;MEEL;0
2015;3;25;4;E6;MEEL;0
2016;4;2;4;E6;MEEL;0
2017;5;9;4;E6;MEEL;0
2018;6;14;4;E6;MEEL;0
2019;5;1;4;E6;MEEL;0
2015;3;25;5;E6;MEEL;2
2016;4;2;5;E6;MEEL;0
2017;5;9;5;E6;MEEL;0
2018;6;14;5;E6;MEEL;0
2019;5;1;5;E6;MEEL;0
2015;3;25;6;E6;MEEL;0
2016;4;2;6;E6;MEEL;3
2017;5;9;6;E6;MEEL;0
2018;6;14;6;E6;MEEL;0
2019;5;1;6;E6;MEEL;0
2015;3;25;7;E6;MEEL;0
2016;4;2;7;E6;MEEL;0
2017;5;9;7;E6;MEEL;0
2018;6;14;7;E6;MEEL;0
2019;5;1;7;E6;MEEL;0
2015;3;25;8;E6;MEEL;0
2016;4;2;8;E6;MEEL;0
2017;5;9;8;E6;MEEL;0
2018;6;14;8;E6;MEEL;0
2019;5;1;8;E6;MEEL;0
2015;3;25;9;E6;MEEL;0
2016;4;2;9;E6;MEEL;0
2017;5;9;9;E6;MEEL;0
2018;6;14;9;E6;MEEL;0
2019;5;1;9;E6;MEEL;0
2015;3;25;1;F1;MEEL;1
2016;4;2;1;F1;MEEL;0
2017;5;9;1;F1;MEEL;0
2018;6;14;1;F1;MEEL;0
2019;5;1;1;F1;MEEL;0
2015;3;25;2;F1;MEEL;0
2016;4;2;2;F1;MEEL;0
2017;5;9;2;F1;MEEL;0
2018;6;14;2;F1;MEEL;0
2019;5;1;2;F1;MEEL;0
2015;3;25;3;F1;MEEL;0
2016;4;2;3;F1;MEEL;0
2017;5;9;3;F1;MEEL;0
2018;6;14;3;F1;MEEL;0
2019;5;1;3;F1;MEEL;0
2015;3;25;4;F1;MEEL;1
2016;4;2;4;F1;MEEL;0
2017;5;9;4;F1;MEEL;0
2018;6;14;4;F1;MEEL;0
2019;5;1;4;F1;MEEL;0
2015;3;25;5;F1;MEEL;8
2016;4;2;5;F1;MEEL;2
2017;5;9;5;F1;MEEL;0
2018;6;14;5;F1;MEEL;0
2019;5;1;5;F1;MEEL;0
2015;3;25;6;F1;MEEL;3
2016;4;2;6;F1;MEEL;6
2017;5;9;6;F1;MEEL;0
2018;6;14;6;F1;MEEL;0
2019;5;1;6;F1;MEEL;0
2015;3;25;7;F1;MEEL;0
2016;4;2;7;F1;MEEL;0
2017;5;9;7;F1;MEEL;0
2018;6;14;7;F1;MEEL;0
2019;5;1;7;F1;MEEL;0
2015;3;25;8;F1;MEEL;0
2016;4;2;8;F1;MEEL;0
2017;5;9;8;F1;MEEL;0
2018;6;14;8;F1;MEEL;0
2019;5;1;8;F1;MEEL;0
2015;3;25;9;F1;MEEL;0
2016;4;2;9;F1;MEEL;0
2017;5;9;9;F1;MEEL;0
2018;6;14;9;F1;MEEL;0
2019;5;1;9;F1;MEEL;0
2015;3;25;1;F2;MEEL;0
2016;4;2;1;F2;MEEL;0
2017;5;9;1;F2;MEEL;0
2018;6;14;1;F2;MEEL;0
2019;5;1;1;F2;MEEL;0
2015;3;25;2;F2;MEEL;1
2016;4;2;2;F2;MEEL;0
2017;5;9;2;F2;MEEL;0
2018;6;14;2;F2;MEEL;0
2019;5;1;2;F2;MEEL;0
2015;3;25;3;F2;MEEL;0
2016;4;2;3;F2;MEEL;0
2017;5;9;3;F2;MEEL;0
2018;6;14;3;F2;MEEL;0
2019;5;1;3;F2;MEEL;0
2015;3;25;4;F2;MEEL;1
2016;4;2;4;F2;MEEL;0
2017;5;9;4;F2;MEEL;0
2018;6;14;4;F2;MEEL;0
2019;5;1;4;F2;MEEL;0
2015;3;25;5;F2;MEEL;6
2016;4;2;5;F2;MEEL;0
2017;5;9;5;F2;MEEL;0
2018;6;14;5;F2;MEEL;0
2019;5;1;5;F2;MEEL;2
2015;3;25;6;F2;MEEL;2
2016;4;2;6;F2;MEEL;0
2017;5;9;6;F2;MEEL;0
2018;6;14;6;F2;MEEL;0
2019;5;1;6;F2;MEEL;0
2015;3;25;7;F2;MEEL;0
2016;4;2;7;F2;MEEL;0
2017;5;9;7;F2;MEEL;0
2018;6;14;7;F2;MEEL;0
2019;5;1;7;F2;MEEL;0
2015;3;25;8;F2;MEEL;0
2016;4;2;8;F2;MEEL;0
2017;5;9;8;F2;MEEL;0
2018;6;14;8;F2;MEEL;0
2019;5;1;8;F2;MEEL;0
2015;3;25;9;F2;MEEL;0
2016;4;2;9;F2;MEEL;0
2017;5;9;9;F2;MEEL;0
2018;6;14;9;F2;MEEL;0
2019;5;1;9;F2;MEEL;0
2015;3;25;1;F3;MEEL;1
2016;4;2;1;F3;MEEL;0
2017;5;9;1;F3;MEEL;0
2018;6;14;1;F3;MEEL;0
2019;5;1;1;F3;MEEL;0
2015;3;25;2;F3;MEEL;0
2016;4;2;2;F3;MEEL;0
2017;5;9;2;F3;MEEL;0
2018;6;14;2;F3;MEEL;0
2019;5;1;2;F3;MEEL;0
2015;3;25;3;F3;MEEL;0
2016;4;2;3;F3;MEEL;0
2017;5;9;3;F3;MEEL;0
2018;6;14;3;F3;MEEL;0
2019;5;1;3;F3;MEEL;0
2015;3;25;4;F3;MEEL;14
2016;4;2;4;F3;MEEL;5
2017;5;9;4;F3;MEEL;0
2018;6;14;4;F3;MEEL;0
2019;5;1;4;F3;MEEL;0
2015;3;25;5;F3;MEEL;7
2016;4;2;5;F3;MEEL;0
2017;5;9;5;F3;MEEL;0
2018;6;14;5;F3;MEEL;0
2019;5;1;5;F3;MEEL;0
2015;3;25;6;F3;MEEL;0
2016;4;2;6;F3;MEEL;0
2017;5;9;6;F3;MEEL;0
2018;6;14;6;F3;MEEL;0
2019;5;1;6;F3;MEEL;0
2015;3;25;7;F3;MEEL;0
2016;4;2;7;F3;MEEL;0
2017;5;9;7;F3;MEEL;0
2018;6;14;7;F3;MEEL;0
2019;5;1;7;F3;MEEL;0
2015;3;25;8;F3;MEEL;0
2016;4;2;8;F3;MEEL;0
2017;5;9;8;F3;MEEL;0
2018;6;14;8;F3;MEEL;0
2019;5;1;8;F3;MEEL;0
2015;3;25;9;F3;MEEL;0
2016;4;2;9;F3;MEEL;0
2017;5;9;9;F3;MEEL;0
2018;6;14;9;F3;MEEL;0
2019;5;1;9;F3;MEEL;0
2015;3;25;1;F4;MEEL;0
2016;4;2;1;F4;MEEL;0
2017;5;9;1;F4;MEEL;0
2018;6;14;1;F4;MEEL;0
2019;5;1;1;F4;MEEL;0
2015;3;25;2;F4;MEEL;0
2016;4;2;2;F4;MEEL;0
2017;5;9;2;F4;MEEL;0
2018;6;14;2;F4;MEEL;0
2019;5;1;2;F4;MEEL;0
2015;3;25;3;F4;MEEL;0
2016;4;2;3;F4;MEEL;0
2017;5;9;3;F4;MEEL;0
2018;6;14;3;F4;MEEL;0
2019;5;1;3;F4;MEEL;0
2015;3;25;4;F4;MEEL;1
2016;4;2;4;F4;MEEL;3
2017;5;9;4;F4;MEEL;0
2018;6;14;4;F4;MEEL;0
2019;5;1;4;F4;MEEL;0
2015;3;25;5;F4;MEEL;4
2016;4;2;5;F4;MEEL;0
2017;5;9;5;F4;MEEL;0
2018;6;14;5;F4;MEEL;0
2019;5;1;5;F4;MEEL;0
2015;3;25;6;F4;MEEL;0
2016;4;2;6;F4;MEEL;0
2017;5;9;6;F4;MEEL;0
2018;6;14;6;F4;MEEL;0
2019;5;1;6;F4;MEEL;0
2015;3;25;7;F4;MEEL;0
2016;4;2;7;F4;MEEL;0
2017;5;9;7;F4;MEEL;0
2018;6;14;7;F4;MEEL;0
2019;5;1;7;F4;MEEL;0
2015;3;25;8;F4;MEEL;0
2016;4;2;8;F4;MEEL;0
2017;5;9;8;F4;MEEL;0
2018;6;14;8;F4;MEEL;0
2019;5;1;8;F4;MEEL;0
2015;3;25;9;F4;MEEL;0
2016;4;2;9;F4;MEEL;0
2017;5;9;9;F4;MEEL;0
2018;6;14;9;F4;MEEL;0
2019;5;1;9;F4;MEEL;0
2015;3;25;1;F5;MEEL;0
2016;4;2;1;F5;MEEL;0
2017;5;9;1;F5;MEEL;0
2018;6;14;1;F5;MEEL;0
2019;5;1;1;F5;MEEL;0
2015;3;25;2;F5;MEEL;0
2016;4;2;2;F5;MEEL;0
2017;5;9;2;F5;MEEL;0
2018;6;14;2;F5;MEEL;0
2019;5;1;2;F5;MEEL;0
2015;3;25;3;F5;MEEL;0
2016;4;2;3;F5;MEEL;0
2017;5;9;3;F5;MEEL;0
2018;6;14;3;F5;MEEL;0
2019;5;1;3;F5;MEEL;0
2015;3;25;4;F5;MEEL;3
2016;4;2;4;F5;MEEL;3
2017;5;9;4;F5;MEEL;0
2018;6;14;4;F5;MEEL;0
2019;5;1;4;F5;MEEL;0
2015;3;25;5;F5;MEEL;1
2016;4;2;5;F5;MEEL;0
2017;5;9;5;F5;MEEL;0
2018;6;14;5;F5;MEEL;0
2019;5;1;5;F5;MEEL;0
2015;3;25;6;F5;MEEL;0
2016;4;2;6;F5;MEEL;0
2017;5;9;6;F5;MEEL;0
2018;6;14;6;F5;MEEL;0
2019;5;1;6;F5;MEEL;0
2015;3;25;7;F5;MEEL;0
2016;4;2;7;F5;MEEL;0
2017;5;9;7;F5;MEEL;0
2018;6;14;7;F5;MEEL;0
2019;5;1;7;F5;MEEL;0
2015;3;25;8;F5;MEEL;0
2016;4;2;8;F5;MEEL;0
2017;5;9;8;F5;MEEL;0
2018;6;14;8;F5;MEEL;0
2019;5;1;8;F5;MEEL;0
2015;3;25;9;F5;MEEL;0
2016;4;2;9;F5;MEEL;0
2017;5;9;9;F5;MEEL;0
2018;6;14;9;F5;MEEL;0
2019;5;1;9;F5;MEEL;0
2015;3;25;1;F6;MEEL;0
2016;4;2;1;F6;MEEL;0
2017;5;9;1;F6;MEEL;0
2018;6;14;1;F6;MEEL;0
2019;5;1;1;F6;MEEL;0
2015;3;25;2;F6;MEEL;0
2016;4;2;2;F6;MEEL;0
2017;5;9;2;F6;MEEL;0
2018;6;14;2;F6;MEEL;0
2019;5;1;2;F6;MEEL;0
2015;3;25;3;F6;MEEL;0
2016;4;2;3;F6;MEEL;0
2017;5;9;3;F6;MEEL;0
2018;6;14;3;F6;MEEL;0
2019;5;1;3;F6;MEEL;0
2015;3;25;4;F6;MEEL;1
2016;4;2;4;F6;MEEL;3
2017;5;9;4;F6;MEEL;0
2018;6;14;4;F6;MEEL;0
2019;5;1;4;F6;MEEL;0
2015;3;25;5;F6;MEEL;4
2016;4;2;5;F6;MEEL;0
2017;5;9;5;F6;MEEL;0
2018;6;14;5;F6;MEEL;0
2019;5;1;5;F6;MEEL;0
2015;3;25;6;F6;MEEL;1
2016;4;2;6;F6;MEEL;0
2017;5;9;6;F6;MEEL;0
2018;6;14;6;F6;MEEL;0
2019;5;1;6;F6;MEEL;0
2015;3;25;7;F6;MEEL;0
2016;4;2;7;F6;MEEL;0
2017;5;9;7;F6;MEEL;0
2018;6;14;7;F6;MEEL;0
2019;5;1;7;F6;MEEL;0
2015;3;25;8;F6;MEEL;0
2016;4;2;8;F6;MEEL;0
2017;5;9;8;F6;MEEL;0
2018;6;14;8;F6;MEEL;0
2019;5;1;8;F6;MEEL;0
2015;3;25;9;F6;MEEL;0
2016;4;2;9;F6;MEEL;0
2017;5;9;9;F6;MEEL;0
2018;6;14;9;F6;MEEL;0
2019;5;1;9;F6;MEEL;0
2015;4;20;1;A1;MEPO;0
2016;4;2;1;A1;MEPO;0
2017;5;9;1;A1;MEPO;0
2018;6;15;1;A1;MEPO;0
2019;5;14;1;A1;MEPO;0
2015;4;20;2;A1;MEPO;0
2016;4;2;2;A1;MEPO;0
2017;5;9;2;A1;MEPO;0
2018;6;15;2;A1;MEPO;0
2019;5;14;2;A1;MEPO;0
2015;4;20;3;A1;MEPO;0
2016;4;2;3;A1;MEPO;0
2017;5;9;3;A1;MEPO;0
2018;6;15;3;A1;MEPO;0
2019;5;14;3;A1;MEPO;0
2015;4;20;4;A1;MEPO;0
2016;4;2;4;A1;MEPO;0
2017;5;9;4;A1;MEPO;0
2018;6;15;4;A1;MEPO;0
2019;5;14;4;A1;MEPO;0
2015;4;20;5;A1;MEPO;0
2016;4;2;5;A1;MEPO;0
2017;5;9;5;A1;MEPO;0
2018;6;15;5;A1;MEPO;0
2019;5;14;5;A1;MEPO;0
2015;4;20;6;A1;MEPO;0
2016;4;2;6;A1;MEPO;0
2017;5;9;6;A1;MEPO;0
2018;6;15;6;A1;MEPO;0
2019;5;14;6;A1;MEPO;0
2015;4;20;7;A1;MEPO;0
2016;4;2;7;A1;MEPO;0
2017;5;9;7;A1;MEPO;0
2018;6;15;7;A1;MEPO;0
2019;5;14;7;A1;MEPO;0
2015;4;20;8;A1;MEPO;0
2016;4;2;8;A1;MEPO;0
