"","Bees","Flower_beetles","House_flies","Hoverflies","Small_beetles","Small_flies"
"E2 LEMA 24",0,0.05,0,0.0833333333333333,0,0.0583333333333333
"E2 LEMA 25",0,0.05,0,0.0833333333333333,0,0.0583333333333333
"E2 LEMA 26",0,0.05,0,0.0833333333333333,0,0.0583333333333333
"E2 LEMA 27",0,0.05,0,0.0833333333333333,0,0.0583333333333333
"E2 LEMA 28",0,0.05,0,0.0833333333333333,0,0.0583333333333333
"E2 LEMA 29",0,0.05,0,0.0833333333333333,0,0.0583333333333333
"E2 LEMA 3",0,0.544117647058824,0,0.383333333333333,0,0.158333333333333
"E2 LEMA 30",0,0.05,0,0.0833333333333333,0,0.0583333333333333
"E2 LEMA 31",0,0.05,0,0.05,0,0.025
"E2 LEMA 32",0,0.05,0,0.05,0,0.025
"E2 LEMA 33",0,0.05,0,0.05,0,0.025
"E2 LEMA 34",0,0.05,0,0.05,0,0.025
"E2 LEMA 35",0,0.05,0,0.05,0,0.025
"E2 LEMA 36",0,0.05,0,0.05,0,0.025
"E2 LEMA 37",0,0.05,0,0.05,0,0.025
"E2 LEMA 38",0,0.05,0,0.05,0,0.025
"E2 LEMA 39",0,0.05,0,0.05,0,0.025
"E2 LEMA 4",0,0.544117647058824,0,0.383333333333333,0,0.158333333333333
"E2 LEMA 40",0,0.05,0,0.05,0,0.025
"E2 LEMA 5",0,0.544117647058824,0,0.383333333333333,0,0.158333333333333
"E2 LEMA 6",0,0.544117647058824,0,0.183333333333333,0,0.158333333333333
"E2 LEMA 7",0,0.544117647058824,0,0.183333333333333,0,0.158333333333333
"E2 LEMA 8",0,0.544117647058824,0,0.183333333333333,0,0.158333333333333
"E2 LEMA 9",0,0.544117647058824,0,0.183333333333333,0,0.158333333333333
"E3 LEMA 1",0,7.53333333333333,0,4.23809523809524,0.154761904761905,2
"E3 LEMA 10",0,0.2,0,0.238095238095238,0.154761904761905,0
"E3 LEMA 11",0,0.1,0,0.138095238095238,0.154761904761905,0
"E3 LEMA 12",0,0.1,0,0.138095238095238,0.154761904761905,0
"E3 LEMA 13",0,0.1,0,0.138095238095238,0.0714285714285714,0
"E3 LEMA 14",0,0.1,0,0.138095238095238,0.0714285714285714,0
"E3 LEMA 15",0,0.1,0,0.0666666666666667,0,0
"E3 LEMA 16",0,0.1,0,0.0666666666666667,0,0
"E3 LEMA 17",0,0.1,0,0.0666666666666667,0,0
"E3 LEMA 18",0,0.1,0,0.0666666666666667,0,0
"E3 LEMA 19",0,0.1,0,0.0666666666666667,0,0
"E3 LEMA 2",0,0.533333333333333,0,0.238095238095238,0.154761904761905,0
"E3 LEMA 20",0,0.1,0,0.0666666666666667,0,0
"E3 LEMA 21",0,0.1,0,0.0666666666666667,0,0
"E3 LEMA 22",0,0.1,0,0.0666666666666667,0,0
"E3 LEMA 23",0,0.1,0,0.0666666666666667,0,0
"E3 LEMA 24",0,0.1,0,0.0666666666666667,0,0
"E3 LEMA 25",0,0.1,0,0.0666666666666667,0,0
"E3 LEMA 26",0,0.1,0,0.0666666666666667,0,0
"E3 LEMA 27",0,0.1,0,0.0666666666666667,0,0
"E3 LEMA 28",0,0.1,0,0.0666666666666667,0,0
"E3 LEMA 29",0,0.1,0,0.0666666666666667,0,0
"E3 LEMA 3",0,0.533333333333333,0,0.238095238095238,0.154761904761905,0
"E3 LEMA 30",0,0.1,0,0.0666666666666667,0,0
"E3 LEMA 4",0,0.2,0,0.238095238095238,0.154761904761905,0
"E3 LEMA 5",0,0.2,0,0.238095238095238,0.154761904761905,0
"E3 LEMA 6",0,0.2,0,0.238095238095238,0.154761904761905,0
"E3 LEMA 7",0,0.2,0,0.238095238095238,0.154761904761905,0
"E3 LEMA 8",0,0.2,0,0.238095238095238,0.154761904761905,0
"E3 LEMA 9",0,0.2,0,0.238095238095238,0.154761904761905,0
"E4 LEMA 1",1.38333333333333,0.338888888888889,0,0.244444444444444,0.0555555555555556,0.383333333333333
"E4 LEMA 10",0.05,0.338888888888889,0,0.244444444444444,0.0555555555555556,0.05
"E4 LEMA 11",0.05,0.338888888888889,0,0.244444444444444,0.0555555555555556,0.05
"E4 LEMA 12",0.05,0.338888888888889,0,0.244444444444444,0.0555555555555556,0.05
"E4 LEMA 13",0.05,0.338888888888889,0,0.244444444444444,0.0555555555555556,0.05
"E4 LEMA 14",0.05,0.338888888888889,0,0.244444444444444,0.0555555555555556,0.05
"E4 LEMA 15",0.05,0.338888888888889,0,0.244444444444444,0.0555555555555556,0.05
"E4 LEMA 16",0.05,0.338888888888889,0,0.111111111111111,0.0555555555555556,0.05
"E4 LEMA 17",0.05,0.338888888888889,0,0.111111111111111,0.0555555555555556,0.05
"E4 LEMA 18",0.05,0.338888888888889,0,0.111111111111111,0.0555555555555556,0.05
"E4 LEMA 19",0.05,0.283333333333333,0,0,0,0.05
"E4 LEMA 2",0.383333333333333,0.338888888888889,0,0.244444444444444,0.0555555555555556,0.383333333333333
"E4 LEMA 20",0.05,0.283333333333333,0,0,0,0.05
"E4 LEMA 21",0,0.133333333333333,0,0,0,0
"E4 LEMA 22",0,0.133333333333333,0,0,0,0
"E4 LEMA 23",0,0.133333333333333,0,0,0,0
"E4 LEMA 24",0,0.133333333333333,0,0,0,0
"E4 LEMA 25",0,0.133333333333333,0,0,0,0
"E4 LEMA 26",0,0.133333333333333,0,0,0,0
"E4 LEMA 27",0,0.133333333333333,0,0,0,0
"E4 LEMA 28",0,0.133333333333333,0,0,0,0
"E4 LEMA 29",0,0.133333333333333,0,0,0,0
"E4 LEMA 3",0.383333333333333,0.338888888888889,0,0.244444444444444,0.0555555555555556,0.383333333333333
"E4 LEMA 30",0,0.133333333333333,0,0,0,0
"E4 LEMA 4",0.05,0.338888888888889,0,0.244444444444444,0.0555555555555556,0.05
"E4 LEMA 5",0.05,0.338888888888889,0,0.244444444444444,0.0555555555555556,0.05
"E4 LEMA 6",0.05,0.338888888888889,0,0.244444444444444,0.0555555555555556,0.05
"E4 LEMA 7",0.05,0.338888888888889,0,0.244444444444444,0.0555555555555556,0.05
"E4 LEMA 8",0.05,0.338888888888889,0,0.244444444444444,0.0555555555555556,0.05
"E4 LEMA 9",0.05,0.338888888888889,0,0.244444444444444,0.0555555555555556,0.05
"E5 LEMA 1",0,2.22,0,0,0.0909090909090909,0.186666666666667
"E5 LEMA 10",0,0.22,0,0,0.0909090909090909,0.186666666666667
"E5 LEMA 11",0,0.12,0,0,0.0909090909090909,0.0866666666666667
"E5 LEMA 12",0,0.12,0,0,0,0.0866666666666667
"E5 LEMA 13",0,0.12,0,0,0,0.0866666666666667
"E5 LEMA 14",0,0.12,0,0,0,0.0866666666666667
"E5 LEMA 15",0,0.12,0,0,0,0.0866666666666667
"E5 LEMA 16",0,0.12,0,0,0,0.02
"E5 LEMA 17",0,0.12,0,0,0,0.02
"E5 LEMA 18",0,0.12,0,0,0,0.02
"E5 LEMA 19",0,0.12,0,0,0,0.02
"E5 LEMA 2",0,2.22,0,0,0.0909090909090909,0.186666666666667
"E5 LEMA 20",0,0.12,0,0,0,0.02
"E5 LEMA 21",0,0.12,0,0,0,0.02
"E5 LEMA 22",0,0.12,0,0,0,0.02
"E5 LEMA 23",0,0.12,0,0,0,0.02
"E5 LEMA 24",0,0.12,0,0,0,0.02
"E5 LEMA 25",0,0.12,0,0,0,0.02
"E5 LEMA 26",0,0.04,0,0,0,0.02
"E5 LEMA 27",0,0.04,0,0,0,0.02
"E5 LEMA 28",0,0.04,0,0,0,0.02
"E5 LEMA 29",0,0.04,0,0,0,0.02
"E5 LEMA 3",0,2.22,0,0,0.0909090909090909,0.186666666666667
"E5 LEMA 30",0,0.04,0,0,0,0.02
"E5 LEMA 31",0,0.04,0,0,0,0.02
"E5 LEMA 32",0,0.04,0,0,0,0.02
"E5 LEMA 33",0,0.04,0,0,0,0.02
"E5 LEMA 34",0,0.04,0,0,0,0.02
"E5 LEMA 35",0,0.04,0,0,0,0.02
"E5 LEMA 36",0,0.04,0,0,0,0.02
"E5 LEMA 37",0,0.04,0,0,0,0.02
"E5 LEMA 38",0,0.04,0,0,0,0.02
"E5 LEMA 39",0,0.04,0,0,0,0.02
"E5 LEMA 4",0,0.22,0,0,0.0909090909090909,0.186666666666667
"E5 LEMA 40",0,0.04,0,0,0,0.02
"E5 LEMA 41",0,0.04,0,0,0,0.02
"E5 LEMA 42",0,0.04,0,0,0,0.02
"E5 LEMA 43",0,0.04,0,0,0,0.02
"E5 LEMA 44",0,0.04,0,0,0,0.02
"E5 LEMA 45",0,0.04,0,0,0,0.02
"E5 LEMA 46",0,0.04,0,0,0,0.02
"E5 LEMA 47",0,0.04,0,0,0,0.02
"E5 LEMA 48",0,0.04,0,0,0,0.02
"E5 LEMA 49",0,0.04,0,0,0,0.02
"E5 LEMA 5",0,0.22,0,0,0.0909090909090909,0.186666666666667
"E5 LEMA 50",0,0.04,0,0,0,0.02
"E5 LEMA 6",0,0.22,0,0,0.0909090909090909,0.186666666666667
"E5 LEMA 7",0,0.22,0,0,0.0909090909090909,0.186666666666667
"E5 LEMA 8",0,0.22,0,0,0.0909090909090909,0.186666666666667
"E5 LEMA 9",0,0.22,0,0,0.0909090909090909,0.186666666666667
"E6 LEMA 1",0.04,1.15,0,0.64,0.04,0
"E6 LEMA 10",0.04,0.4,0,0.64,0.04,0
"E6 LEMA 11",0.04,0.3,0,0.04,0.04,0
"E6 LEMA 12",0.04,0.3,0,0.04,0.04,0
"E6 LEMA 13",0.04,0.3,0,0.04,0.04,0
"E6 LEMA 14",0.04,0.3,0,0.04,0.04,0
"E6 LEMA 15",0.04,0.3,0,0.04,0.04,0
"E6 LEMA 16",0.04,0.3,0,0.04,0.04,0
"E6 LEMA 17",0.04,0.3,0,0.04,0.04,0
"E6 LEMA 18",0.04,0.3,0,0.04,0.04,0
"E6 LEMA 19",0.04,0.3,0,0.04,0.04,0
"E6 LEMA 2",0.04,1.15,0,0.64,0.04,0
"E6 LEMA 20",0.04,0.3,0,0.04,0.04,0
"E6 LEMA 21",0.04,0.3,0,0.04,0.04,0
"E6 LEMA 22",0.04,0.3,0,0.04,0.04,0
"E6 LEMA 23",0.04,0.3,0,0.04,0.04,0
"E6 LEMA 24",0.04,0.3,0,0.04,0.04,0
"E6 LEMA 25",0.04,0.3,0,0.04,0.04,0
"E6 LEMA 26",0,0.1,0,0,0,0
"E6 LEMA 27",0,0.1,0,0,0,0
"E6 LEMA 28",0,0.1,0,0,0,0
"E6 LEMA 29",0,0.1,0,0,0,0
"E6 LEMA 3",0.04,0.65,0,0.64,0.04,0
"E6 LEMA 30",0,0.1,0,0,0,0
"E6 LEMA 4",0.04,0.65,0,0.64,0.04,0
"E6 LEMA 5",0.04,0.65,0,0.64,0.04,0
"E6 LEMA 6",0.04,0.65,0,0.64,0.04,0
"E6 LEMA 7",0.04,0.65,0,0.64,0.04,0
"E6 LEMA 8",0.04,0.65,0,0.64,0.04,0
"E6 LEMA 9",0.04,0.4,0,0.64,0.04,0
"F1 LEMA 1",0.0625,0.535833333333333,0,0.345833333333333,0.194444444444444,3.16666666666667
"F1 LEMA 10",0.0625,0.535833333333333,0,0.345833333333333,0.0833333333333333,0.166666666666667
"F1 LEMA 11",0.0625,0.535833333333333,0,0.345833333333333,0.0833333333333333,0.166666666666667
"F1 LEMA 12",0.0625,0.535833333333333,0,0.345833333333333,0.0833333333333333,0.166666666666667
"F1 LEMA 13",0.0625,0.2025,0,0.2625,0,0.166666666666667
"F1 LEMA 14",0.0625,0.2025,0,0.2625,0,0.166666666666667
"F1 LEMA 15",0.0625,0.2025,0,0.2625,0,0.166666666666667
"F1 LEMA 16",0.0625,0.2025,0,0.0625,0,0.1
"F1 LEMA 17",0,0.14,0,0,0,0.1
"F1 LEMA 18",0,0.14,0,0,0,0.1
"F1 LEMA 19",0,0.14,0,0,0,0.1
"F1 LEMA 2",0.0625,0.535833333333333,0,0.345833333333333,0.194444444444444,0.166666666666667
"F1 LEMA 20",0,0.14,0,0,0,0.1
"F1 LEMA 21",0,0.04,0,0,0,0
"F1 LEMA 22",0,0.04,0,0,0,0
"F1 LEMA 23",0,0.04,0,0,0,0
"F1 LEMA 24",0,0.04,0,0,0,0
"F1 LEMA 25",0,0.04,0,0,0,0
"F1 LEMA 3",0.0625,0.535833333333333,0,0.345833333333333,0.194444444444444,0.166666666666667
"F1 LEMA 4",0.0625,0.535833333333333,0,0.345833333333333,0.194444444444444,0.166666666666667
"F1 LEMA 5",0.0625,0.535833333333333,0,0.345833333333333,0.194444444444444,0.166666666666667
"F1 LEMA 6",0.0625,0.535833333333333,0,0.345833333333333,0.194444444444444,0.166666666666667
"F1 LEMA 7",0.0625,0.535833333333333,0,0.345833333333333,0.194444444444444,0.166666666666667
"F1 LEMA 8",0.0625,0.535833333333333,0,0.345833333333333,0.194444444444444,0.166666666666667
"F1 LEMA 9",0.0625,0.535833333333333,0,0.345833333333333,0.194444444444444,0.166666666666667
"F2 LEMA 1",0.05,6.73333333333333,0,1,0,2.15
"F2 LEMA 10",0.05,0.4,0,0,0,0.15
"F2 LEMA 11",0.05,0.2,0,0,0,0.05
"F2 LEMA 12",0.05,0.2,0,0,0,0.05
"F2 LEMA 13",0.05,0.2,0,0,0,0.05
"F2 LEMA 14",0.05,0.2,0,0,0,0.05
"F2 LEMA 15",0.05,0.2,0,0,0,0.05
"F2 LEMA 16",0.05,0.2,0,0,0,0.05
"F2 LEMA 17",0.05,0.2,0,0,0,0.05
"F2 LEMA 18",0.05,0.2,0,0,0,0.05
"F2 LEMA 19",0.05,0.2,0,0,0,0.05
"F2 LEMA 2",0.05,0.733333333333333,0,0,0,0.15
"F2 LEMA 20",0.05,0.2,0,0,0,0.05
"F2 LEMA 3",0.05,0.733333333333333,0,0,0,0.15
"F2 LEMA 4",0.05,0.4,0,0,0,0.15
"F2 LEMA 5",0.05,0.4,0,0,0,0.15
"F2 LEMA 6",0.05,0.4,0,0,0,0.15
"F2 LEMA 7",0.05,0.4,0,0,0,0.15
"F2 LEMA 8",0.05,0.4,0,0,0,0.15
"F2 LEMA 9",0.05,0.4,0,0,0,0.15
"F3 LEMA 1",0.153571428571429,0.800952380952381,0,0.04,0.277380952380952,1.26857142857143
"F3 LEMA 10",0.0285714285714286,0.300952380952381,0,0.04,0.152380952380952,0.125714285714286
"F3 LEMA 11",0.0285714285714286,0.300952380952381,0,0.04,0.152380952380952,0.125714285714286
"F3 LEMA 12",0.0285714285714286,0.300952380952381,0,0.04,0.152380952380952,0.125714285714286
"F3 LEMA 13",0.0285714285714286,0.300952380952381,0,0.04,0.152380952380952,0.125714285714286
"F3 LEMA 14",0.0285714285714286,0.300952380952381,0,0.04,0.152380952380952,0.125714285714286
"F3 LEMA 15",0.0285714285714286,0.300952380952381,0,0.04,0.152380952380952,0.125714285714286
"F3 LEMA 16",0.0285714285714286,0.234285714285714,0,0.04,0.0857142857142857,0.125714285714286
"F3 LEMA 17",0.0285714285714286,0.234285714285714,0,0.04,0.0857142857142857,0.125714285714286
"F3 LEMA 18",0.0285714285714286,0.234285714285714,0,0.04,0.0857142857142857,0.125714285714286
"F3 LEMA 19",0.0285714285714286,0.234285714285714,0,0.04,0.0857142857142857,0.125714285714286
"F3 LEMA 2",0.153571428571429,0.800952380952381,0,0.04,0.277380952380952,0.268571428571429
"F3 LEMA 20",0.0285714285714286,0.234285714285714,0,0.04,0.0857142857142857,0.125714285714286
"F3 LEMA 21",0.0285714285714286,0.234285714285714,0,0.04,0.0857142857142857,0.125714285714286
"F3 LEMA 22",0.0285714285714286,0.234285714285714,0,0.04,0.0857142857142857,0.125714285714286
"F3 LEMA 23",0.0285714285714286,0.234285714285714,0,0.04,0.0857142857142857,0.125714285714286
"F3 LEMA 24",0.0285714285714286,0.234285714285714,0,0.04,0.0857142857142857,0.125714285714286
"F3 LEMA 25",0.0285714285714286,0.234285714285714,0,0.04,0.0857142857142857,0.125714285714286
"F3 LEMA 26",0.0285714285714286,0.114285714285714,0,0,0.0857142857142857,0.0857142857142857
"F3 LEMA 27",0.0285714285714286,0.114285714285714,0,0,0.0857142857142857,0.0857142857142857
"F3 LEMA 28",0.0285714285714286,0.114285714285714,0,0,0.0857142857142857,0.0857142857142857
"F3 LEMA 29",0.0285714285714286,0.114285714285714,0,0,0.0857142857142857,0.0857142857142857
"F3 LEMA 3",0.153571428571429,0.300952380952381,0,0.04,0.277380952380952,0.268571428571429
"F3 LEMA 30",0.0285714285714286,0.114285714285714,0,0,0.0857142857142857,0.0857142857142857
"F3 LEMA 31",0.0285714285714286,0.114285714285714,0,0,0.0857142857142857,0.0857142857142857
"F3 LEMA 32",0.0285714285714286,0.114285714285714,0,0,0.0857142857142857,0.0857142857142857
"F3 LEMA 33",0.0285714285714286,0.114285714285714,0,0,0.0857142857142857,0.0857142857142857
"F3 LEMA 34",0.0285714285714286,0.114285714285714,0,0,0.0857142857142857,0.0857142857142857
"F3 LEMA 35",0.0285714285714286,0.114285714285714,0,0,0.0857142857142857,0.0857142857142857
"F3 LEMA 4",0.153571428571429,0.300952380952381,0,0.04,0.277380952380952,0.268571428571429
"F3 LEMA 5",0.153571428571429,0.300952380952381,0,0.04,0.277380952380952,0.268571428571429
"F3 LEMA 6",0.153571428571429,0.300952380952381,0,0.04,0.277380952380952,0.268571428571429
"F3 LEMA 7",0.153571428571429,0.300952380952381,0,0.04,0.277380952380952,0.268571428571429
"F3 LEMA 8",0.153571428571429,0.300952380952381,0,0.04,0.277380952380952,0.125714285714286
"F3 LEMA 9",0.0285714285714286,0.300952380952381,0,0.04,0.152380952380952,0.125714285714286
"F4 LEMA 1",0.2,2.38888888888889,0,0.125,0.616666666666667,0.125
"F4 LEMA 10",0,0.166666666666667,0,0,0.0833333333333333,0
"F4 LEMA 11",0,0.166666666666667,0,0,0.0833333333333333,0
"F4 LEMA 12",0,0.166666666666667,0,0,0.0833333333333333,0
"F4 LEMA 13",0,0.166666666666667,0,0,0.0833333333333333,0
"F4 LEMA 14",0,0.166666666666667,0,0,0.0833333333333333,0
"F4 LEMA 15",0,0.166666666666667,0,0,0.0833333333333333,0
"F4 LEMA 16",0,0.166666666666667,0,0,0.0833333333333333,0
"F4 LEMA 17",0,0.166666666666667,0,0,0.0833333333333333,0
"F4 LEMA 18",0,0.166666666666667,0,0,0.0833333333333333,0
"F4 LEMA 19",0,0.166666666666667,0,0,0.0833333333333333,0
"F4 LEMA 2",0.2,2.38888888888889,0,0.125,0.616666666666667,0.125
"F4 LEMA 20",0,0.166666666666667,0,0,0.0833333333333333,0
"F4 LEMA 21",0,0.166666666666667,0,0,0.0833333333333333,0
"F4 LEMA 22",0,0.166666666666667,0,0,0.0833333333333333,0
"F4 LEMA 23",0,0.166666666666667,0,0,0.0833333333333333,0
"F4 LEMA 24",0,0.166666666666667,0,0,0.0833333333333333,0
"F4 LEMA 25",0,0.166666666666667,0,0,0.0833333333333333,0
"F4 LEMA 26",0,0.166666666666667,0,0,0.0833333333333333,0
"F4 LEMA 27",0,0.166666666666667,0,0,0.0833333333333333,0
"F4 LEMA 28",0,0.166666666666667,0,0,0.0833333333333333,0
"F4 LEMA 29",0,0.166666666666667,0,0,0.0833333333333333,0
"F4 LEMA 3",0.2,2.38888888888889,0,0.125,0.616666666666667,0.125
"F4 LEMA 30",0,0.166666666666667,0,0,0.0833333333333333,0
"F4 LEMA 31",0,0,0,0,0.05,0
"F4 LEMA 32",0,0,0,0,0.05,0
"F4 LEMA 33",0,0,0,0,0.05,0
"F4 LEMA 34",0,0,0,0,0.05,0
"F4 LEMA 35",0,0,0,0,0.05,0
"F4 LEMA 36",0,0,0,0,0.05,0
"F4 LEMA 37",0,0,0,0,0.05,0
"F4 LEMA 38",0,0,0,0,0.05,0
"F4 LEMA 39",0,0,0,0,0.05,0
"F4 LEMA 4",0.2,0.388888888888889,0,0.125,0.283333333333333,0.125
"F4 LEMA 40",0,0,0,0,0.05,0
"F4 LEMA 5",0.2,0.388888888888889,0,0.125,0.283333333333333,0.125
"F4 LEMA 6",0,0.388888888888889,0,0.125,0.0833333333333333,0.125
"F4 LEMA 7",0,0.388888888888889,0,0.125,0.0833333333333333,0.125
"F4 LEMA 8",0,0.388888888888889,0,0.125,0.0833333333333333,0.125
"F4 LEMA 9",0,0.388888888888889,0,0,0.0833333333333333,0
"F5 LEMA 1",0.025,4.28896103896104,0,0,1.09090909090909,0.025
"F5 LEMA 10",0.025,0.288961038961039,0,0,0.0909090909090909,0.025
"F5 LEMA 11",0.025,0.288961038961039,0,0,0.0909090909090909,0.025
"F5 LEMA 12",0.025,0.107142857142857,0,0,0,0.025
"F5 LEMA 13",0.025,0.107142857142857,0,0,0,0.025
"F5 LEMA 14",0.025,0.107142857142857,0,0,0,0.025
"F5 LEMA 15",0.025,0.107142857142857,0,0,0,0.025
"F5 LEMA 16",0.025,0.107142857142857,0,0,0,0.025
"F5 LEMA 17",0.025,0.107142857142857,0,0,0,0.025
"F5 LEMA 18",0.025,0.107142857142857,0,0,0,0.025
"F5 LEMA 19",0.025,0.107142857142857,0,0,0,0.025
"F5 LEMA 2",0.025,0.288961038961039,0,0,0.0909090909090909,0.025
"F5 LEMA 20",0.025,0.107142857142857,0,0,0,0.025
"F5 LEMA 21",0.025,0.107142857142857,0,0,0,0.025
"F5 LEMA 22",0.025,0.107142857142857,0,0,0,0.025
"F5 LEMA 23",0.025,0.107142857142857,0,0,0,0.025
"F5 LEMA 24",0.025,0.107142857142857,0,0,0,0.025
"F5 LEMA 25",0.025,0.107142857142857,0,0,0,0.025
"F5 LEMA 26",0.025,0.107142857142857,0,0,0,0.025
"F5 LEMA 27",0.025,0.107142857142857,0,0,0,0.025
"F5 LEMA 28",0.025,0.107142857142857,0,0,0,0.025
"F5 LEMA 29",0.025,0.107142857142857,0,0,0,0.025
"F5 LEMA 3",0.025,0.288961038961039,0,0,0.0909090909090909,0.025
"F5 LEMA 30",0.025,0.107142857142857,0,0,0,0.025
"F5 LEMA 31",0.025,0.107142857142857,0,0,0,0.025
"F5 LEMA 32",0.025,0.107142857142857,0,0,0,0.025
"F5 LEMA 33",0.025,0.107142857142857,0,0,0,0.025
"F5 LEMA 34",0.025,0.107142857142857,0,0,0,0.025
"F5 LEMA 35",0.025,0.107142857142857,0,0,0,0.025
"F5 LEMA 36",0.025,0.05,0,0,0,0.025
"F5 LEMA 37",0.025,0.05,0,0,0,0.025
"F5 LEMA 38",0.025,0.05,0,0,0,0.025
"F5 LEMA 39",0.025,0.05,0,0,0,0.025
"F5 LEMA 4",0.025,0.288961038961039,0,0,0.0909090909090909,0.025
"F5 LEMA 40",0.025,0.05,0,0,0,0.025
"F5 LEMA 5",0.025,0.288961038961039,0,0,0.0909090909090909,0.025
"F5 LEMA 6",0.025,0.288961038961039,0,0,0.0909090909090909,0.025
"F5 LEMA 7",0.025,0.288961038961039,0,0,0.0909090909090909,0.025
"F5 LEMA 8",0.025,0.288961038961039,0,0,0.0909090909090909,0.025
"F5 LEMA 9",0.025,0.288961038961039,0,0,0.0909090909090909,0.025
"F6 LEMA 1",0,3.71666666666667,0,0.1,2.22142857142857,0.216666666666667
"F6 LEMA 10",0,0.116666666666667,0,0.1,0.221428571428571,0.05
"F6 LEMA 11",0,0.116666666666667,0,0.1,0.221428571428571,0.05
"F6 LEMA 12",0,0.116666666666667,0,0.1,0.221428571428571,0.05
"F6 LEMA 13",0,0.116666666666667,0,0.1,0.221428571428571,0.05
"F6 LEMA 14",0,0.116666666666667,0,0.1,0.221428571428571,0.05
"F6 LEMA 15",0,0.116666666666667,0,0.1,0.15,0.05
"F6 LEMA 16",0,0.116666666666667,0,0.1,0.15,0.05
"F6 LEMA 17",0,0.116666666666667,0,0.1,0.15,0.05
"F6 LEMA 18",0,0.116666666666667,0,0.1,0.15,0.05
"F6 LEMA 19",0,0.116666666666667,0,0.1,0.15,0.05
"F6 LEMA 2",0,0.716666666666667,0,0.1,0.221428571428571,0.216666666666667
"F6 LEMA 20",0,0.116666666666667,0,0.1,0.15,0.05
"F6 LEMA 21",0,0.0666666666666667,0,0,0,0
"F6 LEMA 22",0,0.0666666666666667,0,0,0,0
"F6 LEMA 23",0,0.0666666666666667,0,0,0,0
"F6 LEMA 24",0,0.0666666666666667,0,0,0,0
"F6 LEMA 25",0,0.0666666666666667,0,0,0,0
"F6 LEMA 26",0,0.0666666666666667,0,0,0,0
"F6 LEMA 27",0,0.0666666666666667,0,0,0,0
"F6 LEMA 28",0,0.0666666666666667,0,0,0,0
"F6 LEMA 29",0,0.0666666666666667,0,0,0,0
"F6 LEMA 3",0,0.716666666666667,0,0.1,0.221428571428571,0.216666666666667
"F6 LEMA 30",0,0.0666666666666667,0,0,0,0
"F6 LEMA 4",0,0.716666666666667,0,0.1,0.221428571428571,0.216666666666667
"F6 LEMA 5",0,0.716666666666667,0,0.1,0.221428571428571,0.216666666666667
"F6 LEMA 6",0,0.116666666666667,0,0.1,0.221428571428571,0.216666666666667
"F6 LEMA 7",0,0.116666666666667,0,0.1,0.221428571428571,0.05
"F6 LEMA 8",0,0.116666666666667,0,0.1,0.221428571428571,0.05
"F6 LEMA 9",0,0.116666666666667,0,0.1,0.221428571428571,0.05
